Target gene,Representative transcript,Gene name,3P-seq tags + 5,Conserved sites total,Conserved 8mer sites,Conserved 7mer-m8 sites,Conserved 7mer-A1 sites,Poorly conserved sites total,Poorly conserved 8mer sites,Poorly conserved 7mer-m8 sites,Poorly conserved 7mer-A1 sites,6mer sites,Representative miRNA,Cumulative weighted context++ score,Total context++ score,Aggregate PCT,"Previous TargetScan publication(s)
"
Mapk6,ENSMUST00000168937.2,mitogen-activated protein kinase 6 ,3442,1,0,0,1,0,0,0,0,0,mmu-miR-141-3p,-0.14,-0.14,0.34,"2005, 2007, 2009, 2011
"
Ptpn21,ENSMUST00000170188.2,"protein tyrosine phosphatase, non-receptor type 21 ",81,2,1,0,1,0,0,0,0,3,mmu-miR-141-3p,-0.14,-0.16,0.34,"2009, 2011
"
Luc7l3,ENSMUST00000107820.1,LUC7-like 3 (S. cerevisiae) ,4142,1,0,1,0,0,0,0,0,2,mmu-miR-200a-3p,-0.14,-0.17,0.37,"2007, 2009, 2011
"
Nfatc2,ENSMUST00000171689.2,"nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 2 ",49,1,0,1,0,1,0,1,0,0,mmu-miR-200a-3p,-0.14,-0.19,0.37,"2009, 2011
"
Pou4f1,ENSMUST00000053016.9,"POU domain, class 4, transcription factor 1 ",64,1,1,0,0,1,0,1,0,1,mmu-miR-200a-3p,-0.14,-0.14,< 0.1,"2005, 2007, 2009, 2011
"
Sesn2,ENSMUST00000030724.8,sestrin 2 ,930,1,1,0,0,0,0,0,0,0,mmu-miR-141-3p,-0.14,-0.14,< 0.1,"2005, 2007
"
Lmln,ENSMUST00000023497.2,leishmanolysin-like (metallopeptidase M8 family) ,51,1,0,1,0,3,1,1,1,3,mmu-miR-141-3p,-0.14,-0.14,0.37,"2009, 2011
"
Rcor3,ENSMUST00000110849.4,REST corepressor 3 ,499,1,0,1,0,1,0,1,0,2,mmu-miR-141-3p,-0.14,-0.2,0.37,"2005, 2007
"
Zmpste24,ENSMUST00000058754.3,"zinc metallopeptidase, STE24 ",310,1,0,1,0,0,0,0,0,0,mmu-miR-141-3p,-0.14,-0.27,0.37,"2007, 2009, 2011
"
Scd2,ENSMUST00000026221.5,stearoyl-Coenzyme A desaturase 2 ,25337,1,0,1,0,1,0,1,0,1,mmu-miR-141-3p,-0.14,-0.14,0.37,"2009, 2011
"
Wipf1,ENSMUST00000094681.5,"WAS/WASL interacting protein family, member 1 ",361,1,0,1,0,0,0,0,0,0,mmu-miR-141-3p,-0.14,-0.2,0.37,"2007, 2009, 2011
"
Shroom4,ENSMUST00000089520.2,shroom family member 4 ,1496,1,0,1,0,2,1,1,0,0,mmu-miR-141-3p,-0.14,-0.14,0.37,2007
Prickle1,ENSMUST00000048982.5,prickle homolog 1 (Drosophila) ,227,1,0,0,1,0,0,0,0,1,mmu-miR-200a-3p,-0.14,-0.15,0.34,"2009, 2011
"
Brd3,ENSMUST00000028282.9,bromodomain containing 3 ,296,1,1,0,0,0,0,0,0,0,mmu-miR-141-3p,-0.14,-0.37,0.75,"2005, 2007, 2009, 2011
"
Nck1,ENSMUST00000116522.2,non-catalytic region of tyrosine kinase adaptor protein 1 ,558,1,0,0,1,0,0,0,0,2,mmu-miR-141-3p,-0.14,-0.16,0.34,"2007, 2009, 2011
"
Iqsec1,ENSMUST00000101151.4,IQ motif and Sec7 domain 1 ,1850,1,1,0,0,0,0,0,0,1,mmu-miR-141-3p,-0.14,-0.14,0.76,"2005, 2007, 2009, 2011
"
Elf2,ENSMUST00000108053.3,E74-like factor 2 ,1686,1,0,1,0,0,0,0,0,0,mmu-miR-141-3p,-0.14,-0.14,0.37,"2005, 2007
"
Jazf1,ENSMUST00000074541.5,JAZF zinc finger 1 ,199,1,1,0,0,0,0,0,0,2,mmu-miR-141-3p,-0.14,-0.15,< 0.1,"2005, 2007, 2011
"
Elk3,ENSMUST00000008542.6,"ELK3, member of ETS oncogene family ",2834,1,0,1,0,1,0,0,1,2,mmu-miR-141-3p,-0.14,-0.29,0.37,"2005, 2007, 2009, 2011
"
Igf2,ENSMUST00000000033.6,insulin-like growth factor 2 ,20,1,1,0,0,0,0,0,0,0,mmu-miR-141-3p,-0.14,-0.14,0.15,"2007, 2009, 2011
"
Mib1,ENSMUST00000052838.5,mindbomb homolog 1 (Drosophila) ,2465,1,1,0,0,2,0,2,0,2,mmu-miR-141-3p,-0.13,-0.18,0.37,2007
Bend4,ENSMUST00000169190.1,BEN domain containing 4 ,1357,1,0,0,1,0,0,0,0,2,mmu-miR-200a-3p,-0.13,-0.13,0.34,2011
Bin1,ENSMUST00000091967.6,bridging integrator 1 ,3005,1,0,1,0,0,0,0,0,1,mmu-miR-141-3p,-0.13,-0.13,0.37,"2005, 2007, 2009, 2011
"
Rffl,ENSMUST00000074515.5,ring finger and FYVE like domain containing protein ,625,1,0,1,0,0,0,0,0,1,mmu-miR-141-3p,-0.13,-0.13,0.37,"2005, 2007, 2009, 2011
"
Dlg3,ENSMUST00000113736.3,"discs, large homolog 3 (Drosophila) ",497,1,0,1,0,1,0,1,0,1,mmu-miR-141-3p,-0.13,-0.14,0.6,"2007, 2009, 2011
"
Snap91,ENSMUST00000074501.6,synaptosomal-associated protein 91 ,20,1,0,1,0,0,0,0,0,1,mmu-miR-200a-3p,-0.13,-0.18,0.37,"2005, 2007, 2009, 2011
"
Evi5l,ENSMUST00000176072.2,ecotropic viral integration site 5 like ,135,2,0,1,1,0,0,0,0,0,mmu-miR-141-3p,-0.13,-0.13,0.58,"2005, 2007, 2009
"
G3bp2,ENSMUST00000169094.2,GTPase activating protein (SH3 domain) binding protein 2 ,6218,1,0,0,1,0,0,0,0,1,mmu-miR-141-3p,-0.13,-0.13,0.34,"2005, 2007, 2009, 2011
"
Cckar,ENSMUST00000031093.3,cholecystokinin A receptor ,952,1,1,0,0,3,0,1,2,1,mmu-miR-141-3p,-0.13,-0.41,< 0.1,"2009, 2011
"
Myh10,ENSMUST00000102611.4,"myosin, heavy polypeptide 10, non-muscle ",407,2,2,0,0,0,0,0,0,0,mmu-miR-141-3p,-0.13,-0.15,0.86,"2005, 2007, 2009, 2011
"
Ifngr2,ENSMUST00000023687.7,interferon gamma receptor 2 ,219,1,1,0,0,0,0,0,0,1,mmu-miR-141-3p,-0.13,-0.15,< 0.1,"2005, 2007, 2009, 2011
"
Fam46c,ENSMUST00000061455.8,"family with sequence similarity 46, member C ",70,1,1,0,0,0,0,0,0,1,mmu-miR-141-3p,-0.13,-0.18,0.63,"2005, 2007
"
Lpin2,ENSMUST00000129635.2,lipin 2 ,1777,1,0,1,0,0,0,0,0,3,mmu-miR-141-3p,-0.13,-0.13,0.37,"2005, 2007, 2011
"
Cacna1e,ENSMUST00000187541.1,"calcium channel, voltage-dependent, R type, alpha 1E subunit ",8,1,0,1,0,2,0,2,0,0,mmu-miR-141-3p,-0.13,-0.13,0.58,"2005, 2007, 2009, 2011
"
Pxk,ENSMUST00000112689.3,PX domain containing serine/threonine kinase ,351,1,0,1,0,0,0,0,0,1,mmu-miR-141-3p,-0.13,-0.22,0.37,"2009, 2011
"
Sema6a,ENSMUST00000019791.8,"sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6A ",613,1,1,0,0,1,0,1,0,0,mmu-miR-141-3p,-0.13,-0.15,0.84,"2005, 2007, 2009, 2011
"
Vwc2l,ENSMUST00000161937.1,von Willebrand factor C domain-containing protein 2-like ,5,1,0,1,0,0,0,0,0,1,mmu-miR-141-3p,-0.13,-0.13,< 0.1,"
"
Ttyh2,ENSMUST00000045779.5,tweety homolog 2 (Drosophila) ,679,1,0,1,0,0,0,0,0,0,mmu-miR-141-3p,-0.13,-0.13,0.37,"2005, 2007, 2009, 2011
"
Pdzd8,ENSMUST00000099274.2,PDZ domain containing 8 ,277,1,0,0,1,3,0,3,0,3,mmu-miR-141-3p,-0.13,-0.21,0.7,"2009, 2011
"
Srcap,ENSMUST00000084563.5,Snf2-related CREBBP activator protein ,303,1,1,0,0,0,0,0,0,0,mmu-miR-141-3p,-0.13,-0.13,0.39,"
"
Nanos1,ENSMUST00000088237.4,nanos homolog 1 (Drosophila) ,79,1,1,0,0,0,0,0,0,1,mmu-miR-141-3p,-0.13,-0.18,< 0.1,"2005, 2007, 2009, 2011
"
Chd2,ENSMUST00000169922.3,chromodomain helicase DNA binding protein 2 ,427,2,1,0,1,0,0,0,0,0,mmu-miR-141-3p,-0.13,-0.21,0.84,"2007, 2009, 2011
"
Eif5,ENSMUST00000166123.2,eukaryotic translation initiation factor 5 ,1831,1,0,0,1,0,0,0,0,1,mmu-miR-141-3p,-0.13,-0.13,0.34,"2007, 2009, 2011
"
Megf9,ENSMUST00000107359.3,multiple EGF-like-domains 9 ,748,1,0,0,1,0,0,0,0,1,mmu-miR-141-3p,-0.13,-0.13,0.34,2007
Ddx5,ENSMUST00000021062.6,DEAD (Asp-Glu-Ala-Asp) box polypeptide 5 ,400,1,0,1,0,0,0,0,0,1,mmu-miR-141-3p,-0.13,-0.13,0.37,"2005, 2007, 2009, 2011
"
Hic2,ENSMUST00000090190.6,hypermethylated in cancer 2 ,70,1,0,1,0,1,0,1,0,2,mmu-miR-141-3p,-0.13,-0.13,0.37,"2005, 2007, 2009, 2011
"
Stxbp5,ENSMUST00000038213.8,syntaxin binding protein 5 (tomosyn) ,563,1,0,1,0,2,0,2,0,1,mmu-miR-141-3p,-0.12,-0.2,0.37,"2005, 2009, 2011
"
Fcho2,ENSMUST00000099277.5,FCH domain only 2 ,549,1,1,0,0,0,0,0,0,0,mmu-miR-141-3p,-0.12,-0.14,< 0.1,"2005, 2007, 2009, 2011
"
C87436,ENSMUST00000050497.8,expressed sequence C87436 ,134,1,0,1,0,0,0,0,0,0,mmu-miR-141-3p,-0.12,-0.13,0.37,"2009, 2011
"
Ube3a,ENSMUST00000107537.1,ubiquitin protein ligase E3A ,2849,2,0,1,1,0,0,0,0,1,mmu-miR-141-3p,-0.12,-0.12,0.58,"2005, 2009, 2011
"
Slc1a1,ENSMUST00000025875.4,"solute carrier family 1 (neuronal/epithelial high affinity glutamate transporter, system Xag), member 1 ",1022,2,0,2,0,0,0,0,0,2,mmu-miR-141-3p,-0.12,-0.13,0.6,"2005, 2007, 2009, 2011
"
Mme,ENSMUST00000029400.1,membrane metallo endopeptidase ,1036,1,1,0,0,1,0,0,1,2,mmu-miR-141-3p,-0.12,-0.13,< 0.1,"2005, 2007, 2009, 2011
"
Zbtb46,ENSMUST00000029106.7,zinc finger and BTB domain containing 46 ,146,1,0,1,0,0,0,0,0,2,mmu-miR-141-3p,-0.12,-0.13,0.37,"
"
Jag1,ENSMUST00000028735.7,jagged 1 ,282,1,0,0,1,0,0,0,0,1,mmu-miR-141-3p,-0.12,-0.13,0.34,"2005, 2007, 2009, 2011
"
Gphn,ENSMUST00000110388.3,gephyrin ,255,1,0,0,1,0,0,0,0,0,mmu-miR-141-3p,-0.12,-0.14,0.34,"2005, 2007, 2009, 2011
"
Mdm1,ENSMUST00000163238.2,transformed mouse 3T3 cell double minute 1 ,94,1,1,0,0,0,0,0,0,0,mmu-miR-141-3p,-0.12,-0.12,< 0.1,"2005, 2007, 2009, 2011
"
Top1,ENSMUST00000109468.2,topoisomerase (DNA) I ,1816,1,0,1,0,1,0,0,1,2,mmu-miR-141-3p,-0.12,-0.17,0.37,"2005, 2007, 2009, 2011
"
Stx16,ENSMUST00000087908.4,syntaxin 16 ,958,1,0,1,0,0,0,0,0,0,mmu-miR-200a-3p,-0.12,-0.14,0.37,"2005, 2007, 2009, 2011
"
Bap1,ENSMUST00000022458.5,Brca1 associated protein 1 ,564,1,0,1,0,0,0,0,0,1,mmu-miR-141-3p,-0.12,-0.12,0.37,"2005, 2007, 2009, 2011
"
Matr3,ENSMUST00000166793.2,matrin 3 ,2936,1,0,0,1,0,0,0,0,1,mmu-miR-200a-3p,-0.12,-0.12,0.34,"2005, 2007, 2009, 2011
"
Rabgap1,ENSMUST00000112920.1,RAB GTPase activating protein 1 ,615,1,0,1,0,0,0,0,0,0,mmu-miR-141-3p,-0.12,-0.12,0.37,"2005, 2007, 2009, 2011
"
Acadsb,ENSMUST00000015829.8,"acyl-Coenzyme A dehydrogenase, short/branched chain ",4082,1,1,0,0,0,0,0,0,1,mmu-miR-141-3p,-0.12,-0.12,< 0.1,"2007, 2009, 2011
"
Nsmaf,ENSMUST00000029910.6,neutral sphingomyelinase (N-SMase) activation associated factor ,532,1,1,0,0,0,0,0,0,0,mmu-miR-141-3p,-0.12,-0.12,< 0.1,"2005, 2007, 2009, 2011
"
Frmd4a,ENSMUST00000075767.8,FERM domain containing 4A ,256,1,0,1,0,0,0,0,0,3,mmu-miR-141-3p,-0.12,-0.13,0.37,"2005, 2007, 2011
"
Sugt1,ENSMUST00000054908.8,"SGT1, suppressor of G2 allele of SKP1 (S. cerevisiae) ",3172,1,0,1,0,3,1,2,0,1,mmu-miR-141-3p,-0.12,-0.37,0.6,"2005, 2007, 2009, 2011
"
Wdr82,ENSMUST00000020490.6,WD repeat domain containing 82 ,2078,1,0,0,1,1,0,1,0,1,mmu-miR-141-3p,-0.12,-0.15,0.34,"2007, 2009, 2011
"
Stk35,ENSMUST00000165413.3,serine/threonine kinase 35 ,406,1,0,1,0,1,0,1,0,0,mmu-miR-141-3p,-0.12,-0.18,0.52,"2005, 2007, 2009, 2011
"
Maml2,ENSMUST00000177755.1,mastermind like 2 (Drosophila) ,115,1,0,1,0,2,0,1,1,1,mmu-miR-141-3p,-0.12,-0.16,0.37,"2009, 2011
"
Cntn1,ENSMUST00000169825.2,contactin 1 ,83,1,0,1,0,0,0,0,0,0,mmu-miR-141-3p,-0.12,-0.12,0.37,"2009, 2011
"
Ppp1r15b,ENSMUST00000052529.3,"protein phosphatase 1, regulatory (inhibitor) subunit 15b ",2416,1,1,0,0,0,0,0,0,2,mmu-miR-141-3p,-0.12,-0.12,0.82,"2005, 2007, 2011
"
Frmd6,ENSMUST00000057859.7,FERM domain containing 6 ,8,1,0,1,0,0,0,0,0,0,mmu-miR-141-3p,-0.12,-0.12,0.37,"2005, 2007, 2009, 2011
"
Hipk2,ENSMUST00000161779.2,homeodomain interacting protein kinase 2 ,4649,1,0,0,1,1,0,1,0,1,mmu-miR-141-3p,-0.11,-0.12,0.34,"
"
Greb1l,ENSMUST00000048977.9,growth regulation by estrogen in breast cancer-like ,33,1,1,0,0,1,0,0,1,0,mmu-miR-141-3p,-0.11,-0.11,0.7,"2009, 2011
"
Hecw1,ENSMUST00000110516.2,"HECT, C2 and WW domain containing E3 ubiquitin protein ligase 1 ",5,1,0,1,0,1,0,0,1,0,mmu-miR-141-3p,-0.11,-0.11,0.37,"2009, 2011
"
Slc7a11,ENSMUST00000029297.4,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 11 ",57,1,1,0,0,1,0,1,0,0,mmu-miR-141-3p,-0.11,-0.12,< 0.1,"2005, 2007, 2009, 2011
"
Abi2,ENSMUST00000052332.9,abl-interactor 2 ,208,1,1,0,0,2,0,2,0,1,mmu-miR-141-3p,-0.11,-0.12,< 0.1,"2007, 2009, 2011
"
Csnk1g1,ENSMUST00000034949.4,"casein kinase 1, gamma 1 ",405,1,0,1,0,1,0,0,1,3,mmu-miR-141-3p,-0.11,-0.12,0.37,"2005, 2007, 2009, 2011
"
Wdr44,ENSMUST00000101670.2,WD repeat domain 44 ,211,1,1,0,0,0,0,0,0,1,mmu-miR-141-3p,-0.11,-0.16,< 0.1,"2005, 2007, 2009, 2011
"
Kcnj15,ENSMUST00000113856.2,"potassium inwardly-rectifying channel, subfamily J, member 15 ",7670,1,1,0,0,0,0,0,0,2,mmu-miR-141-3p,-0.11,-0.11,< 0.1,"2005, 2007, 2009, 2011
"
Tnpo1,ENSMUST00000109399.3,transportin 1 ,7052,2,0,2,0,0,0,0,0,1,mmu-miR-200a-3p,-0.11,-0.11,0.6,2007
Tet3,ENSMUST00000089622.5,tet methylcytosine dioxygenase 3 ,1592,1,0,1,0,1,0,0,1,1,mmu-miR-141-3p,-0.11,-0.11,0.37,2011
Synpo2,ENSMUST00000051443.5,synaptopodin 2 ,1142,1,0,1,0,0,0,0,0,0,mmu-miR-200a-3p,-0.11,-0.11,0.37,"
"
Mapre2,ENSMUST00000170802.2,"microtubule-associated protein, RP/EB family, member 2 ",366,1,0,1,0,1,0,1,0,1,mmu-miR-200a-3p,-0.11,-0.13,0.37,"2005, 2007, 2009, 2011
"
Atp1b1,ENSMUST00000027863.7,"ATPase, Na+/K+ transporting, beta 1 polypeptide ",27156,1,0,1,0,0,0,0,0,1,mmu-miR-141-3p,-0.11,-0.11,0.37,"2005, 2009, 2011
"
Fbrs,ENSMUST00000048896.6,fibrosin ,1113,1,0,0,1,0,0,0,0,0,mmu-miR-141-3p,-0.11,-0.12,0.34,"2007, 2011
"
Fbxl19,ENSMUST00000186116.1,F-box and leucine-rich repeat protein 19 ,669,1,0,0,1,0,0,0,0,0,mmu-miR-141-3p,-0.11,-0.11,0.34,"2005, 2009, 2011
"
Nr3c1,ENSMUST00000115567.2,"nuclear receptor subfamily 3, group C, member 1 ",3767,1,1,0,0,1,1,0,0,0,mmu-miR-141-3p,-0.11,-0.11,< 0.1,"2007, 2009, 2011
"
Bmp1,ENSMUST00000022693.7,bone morphogenetic protein 1 ,28,1,0,0,1,0,0,0,0,0,mmu-miR-141-3p,-0.11,-0.17,0.34,"2007, 2009, 2011
"
Srek1,ENSMUST00000074616.5,splicing regulatory glutamine/lysine-rich protein 1 ,641,1,0,1,0,2,0,2,0,3,mmu-miR-200a-3p,-0.11,-0.23,0.37,"2007, 2009, 2011
"
Ppm1e,ENSMUST00000055438.4,protein phosphatase 1E (PP2C domain containing) ,49,2,2,0,0,2,1,1,0,0,mmu-miR-141-3p,-0.11,-0.11,< 0.1,"2005, 2007, 2009, 2011
"
Bend3,ENSMUST00000167488.2,BEN domain containing 3 ,22,1,1,0,0,2,0,2,0,0,mmu-miR-141-3p,-0.11,-0.16,0.37,"2007, 2009, 2011
"
Foxn2,ENSMUST00000112238.3,forkhead box N2 ,33,1,0,1,0,1,0,1,0,1,mmu-miR-141-3p,-0.11,-0.12,0.37,"2007, 2009, 2011
"
Vps26b,ENSMUST00000034470.9,vacuolar protein sorting 26 homolog B (yeast) ,1731,1,0,1,0,0,0,0,0,2,mmu-miR-200a-3p,-0.11,-0.15,0.37,"2007, 2009, 2011
"
Syncrip,ENSMUST00000174391.2,"synaptotagmin binding, cytoplasmic RNA interacting protein ",2608,1,0,1,0,0,0,0,0,2,mmu-miR-141-3p,-0.11,-0.14,0.37,"2009, 2011
"
Spire1,ENSMUST00000045105.7,spire homolog 1 (Drosophila) ,407,1,0,1,0,1,0,1,0,2,mmu-miR-141-3p,-0.11,-0.13,0.6,"2005, 2007, 2009, 2011
"
Rbm33,ENSMUST00000114884.2,RNA binding motif protein 33 ,1567,1,1,0,0,1,0,1,0,2,mmu-miR-141-3p,-0.1,-0.13,0.46,"2005, 2007, 2009, 2011
"
Sytl5,ENSMUST00000067529.3,synaptotagmin-like 5 ,28,1,1,0,0,2,1,1,0,0,mmu-miR-141-3p,-0.1,-0.11,< 0.1,"
"
Evx2,ENSMUST00000001867.7,even skipped homeotic gene 2 homolog ,10,1,1,0,0,0,0,0,0,0,mmu-miR-141-3p,-0.1,-0.1,0.58,"
"
Kctd2,ENSMUST00000106533.2,potassium channel tetramerisation domain containing 2 ,83,1,1,0,0,0,0,0,0,3,mmu-miR-141-3p,-0.1,-0.1,0.45,"2005, 2007, 2009, 2011
"
Npnt,ENSMUST00000042744.10,nephronectin ,4398,1,0,1,0,0,0,0,0,1,mmu-miR-141-3p,-0.1,-0.1,0.37,"2007, 2009, 2011
"
8030462N17Rik,ENSMUST00000074653.4,RIKEN cDNA 8030462N17 gene ,353,1,0,0,1,0,0,0,0,0,mmu-miR-141-3p,-0.1,-0.12,0.34,"
"
Cul3,ENSMUST00000163119.2,cullin 3 ,2804,1,0,1,0,0,0,0,0,1,mmu-miR-141-3p,-0.1,-0.16,0.37,"2005, 2007
"
Akap6,ENSMUST00000095737.3,A kinase (PRKA) anchor protein 6 ,154,1,0,1,0,0,0,0,0,1,mmu-miR-141-3p,-0.1,-0.1,0.37,"2007, 2009, 2011
"
Ube2z,ENSMUST00000100528.4,ubiquitin-conjugating enzyme E2Z (putative) ,4100,1,0,1,0,0,0,0,0,1,mmu-miR-141-3p,-0.1,-0.1,0.37,"2007, 2009, 2011
"
Wwtr1,ENSMUST00000029380.8,WW domain containing transcription regulator 1 ,429,1,1,0,0,0,0,0,0,1,mmu-miR-141-3p,-0.1,-0.26,0.58,"2009, 2011
"
Exoc5,ENSMUST00000162175.2,exocyst complex component 5 ,687,2,1,1,0,3,0,3,0,0,mmu-miR-141-3p,-0.1,-0.34,0.86,"2007, 2009, 2011
"
Runx1,ENSMUST00000023673.8,runt related transcription factor 1 ,377,1,0,1,0,1,0,0,1,0,mmu-miR-141-3p,-0.1,-0.15,0.37,"2005, 2007, 2009, 2011
"
Lpp,ENSMUST00000038053.7,LIM domain containing preferred translocation partner in lipoma ,4534,1,1,0,0,1,0,1,0,1,mmu-miR-141-3p,-0.1,-0.1,0.79,"2005, 2007, 2011
"
Farp1,ENSMUST00000026635.7,"FERM, RhoGEF (Arhgef) and pleckstrin domain protein 1 (chondrocyte-derived) ",875,1,0,1,0,0,0,0,0,1,mmu-miR-141-3p,-0.1,-0.1,0.37,"2005, 2007, 2009, 2011
"
Cnot6,ENSMUST00000145353.2,"CCR4-NOT transcription complex, subunit 6 ",874,1,0,1,0,2,0,1,1,3,mmu-miR-141-3p,-0.1,-0.32,0.37,"2005, 2007
"
Dixdc1,ENSMUST00000034566.9,DIX domain containing 1 ,40,1,0,1,0,1,0,0,1,0,mmu-miR-200a-3p,-0.1,-0.1,0.37,"2005, 2007, 2009, 2011
"
Rag1,ENSMUST00000078494.5,recombination activating gene 1 ,5,1,0,0,1,0,0,0,0,0,mmu-miR-141-3p,-0.1,-0.1,0.34,"2005, 2007, 2009, 2011
"
Pex13,ENSMUST00000020523.3,peroxisomal biogenesis factor 13 ,842,1,0,1,0,0,0,0,0,6,mmu-miR-141-3p,-0.1,-0.27,0.37,"2009, 2011
"
Sorbs2,ENSMUST00000171337.3,sorbin and SH3 domain containing 2 ,2492,1,1,0,0,1,0,0,1,0,mmu-miR-141-3p,-0.1,-0.1,0.67,"2007, 2009, 2011
"
Canx,ENSMUST00000179865.2,calnexin ,9728,1,0,1,0,1,0,1,0,2,mmu-miR-141-3p,-0.1,-0.14,0.37,"2007, 2009, 2011
"
Lsamp,ENSMUST00000099761.4,limbic system-associated membrane protein ,28,1,1,0,0,1,1,0,0,0,mmu-miR-141-3p,-0.1,-0.33,0.78,"
"
Xkr7,ENSMUST00000037235.6,X Kell blood group precursor related family member 7 homolog ,13,1,0,1,0,0,0,0,0,0,mmu-miR-141-3p,-0.1,-0.1,0.37,"2005, 2007, 2009, 2011
"
Hnrnpab,ENSMUST00000074669.4,heterogeneous nuclear ribonucleoprotein A/B ,3776,1,0,0,1,1,0,1,0,0,mmu-miR-141-3p,-0.1,-0.18,0.34,"2007, 2009, 2011
"
Map3k7,ENSMUST00000108183.2,mitogen-activated protein kinase kinase kinase 7 ,881,1,0,0,1,2,0,2,0,1,mmu-miR-200a-3p,-0.1,-0.11,0.34,"2005, 2007, 2009, 2011
"
Cdon,ENSMUST00000119129.3,cell adhesion molecule-related/down-regulated by oncogenes ,344,1,0,0,1,2,0,1,1,0,mmu-miR-141-3p,-0.1,-0.1,0.58,"2007, 2009, 2011
"
Osbpl6,ENSMUST00000111929.2,oxysterol binding protein-like 6 ,406,1,1,0,0,3,0,2,1,0,mmu-miR-141-3p,-0.1,-0.15,0.7,"2009, 2011
"
Rbm12,ENSMUST00000059647.6,RNA binding motif protein 12 ,384,1,1,0,0,2,0,2,0,2,mmu-miR-141-3p,-0.1,-0.24,0.37,"2005, 2007
"
Nudt12,ENSMUST00000025065.6,nudix (nucleoside diphosphate linked moiety X)-type motif 12 ,249,1,0,1,0,1,0,0,1,2,mmu-miR-141-3p,-0.09,-0.11,0.37,"2005, 2007, 2009, 2011
"
Sdc2,ENSMUST00000022871.5,syndecan 2 ,5182,1,0,1,0,0,0,0,0,0,mmu-miR-141-3p,-0.09,-0.18,0.37,"2007, 2009, 2011
"
Egfr,ENSMUST00000020329.7,epidermal growth factor receptor ,2580,1,0,1,0,0,0,0,0,2,mmu-miR-141-3p,-0.09,-0.1,0.37,"2007, 2009, 2011
"
Phlpp2,ENSMUST00000034175.4,PH domain and leucine rich repeat protein phosphatase 2 ,37,1,1,0,0,1,0,1,0,0,mmu-miR-141-3p,-0.09,-0.09,0.45,"2007, 2009, 2011
"
Zfp207,ENSMUST00000188489.1,zinc finger protein 207 ,336,1,0,1,0,1,0,1,0,1,mmu-miR-141-3p,-0.09,-0.1,0.37,"
"
Ncoa2,ENSMUST00000081713.5,nuclear receptor coactivator 2 ,901,2,0,2,0,0,0,0,0,3,mmu-miR-141-3p,-0.09,-0.12,0.6,"2009, 2011
"
Sox5,ENSMUST00000111748.2,SRY (sex determining region Y)-box 5 ,59,1,1,0,0,0,0,0,0,1,mmu-miR-200a-3p,-0.09,-0.11,0.56,"2005, 2007
"
Tfap2a,ENSMUST00000110193.3,"transcription factor AP-2, alpha ",87,1,0,1,0,0,0,0,0,0,mmu-miR-141-3p,-0.09,-0.17,0.37,"2007, 2009, 2011
"
Hipk3,ENSMUST00000028600.8,homeodomain interacting protein kinase 3 ,541,2,0,2,0,0,0,0,0,1,mmu-miR-141-3p,-0.09,-0.12,0.6,2011
3632451O06Rik,ENSMUST00000036972.7,RIKEN cDNA 3632451O06 gene ,108,1,0,1,0,2,0,1,1,5,mmu-miR-141-3p,-0.09,-0.18,0.37,"2009, 2011
"
Calu,ENSMUST00000031779.11,calumenin ,46,1,0,1,0,0,0,0,0,1,mmu-miR-141-3p,-0.09,-0.11,0.37,"2005, 2007, 2009, 2011
"
Wdfy3,ENSMUST00000053177.8,WD repeat and FYVE domain containing 3 ,1336,2,1,1,0,2,0,2,0,2,mmu-miR-141-3p,-0.09,-0.09,0.58,"2005, 2007, 2011
"
Xrn1,ENSMUST00000185633.1,5'-3' exoribonuclease 1 ,949,1,0,1,0,3,0,2,1,3,mmu-miR-141-3p,-0.09,-0.09,0.6,"2005, 2007
"
Ythdc1,ENSMUST00000120498.2,YTH domain containing 1 ,87,1,0,1,0,0,0,0,0,0,mmu-miR-141-3p,-0.09,-0.11,0.37,"2007, 2009, 2011
"
Esrrg,ENSMUST00000027906.7,estrogen-related receptor gamma ,676,1,1,0,0,0,0,0,0,1,mmu-miR-141-3p,-0.09,-0.09,0.69,"2005, 2007, 2009, 2011
"
Kif21b,ENSMUST00000075164.5,kinesin family member 21B ,144,1,0,1,0,1,0,0,1,0,mmu-miR-141-3p,-0.09,-0.09,0.37,"2007, 2009, 2011
"
Ino80d,ENSMUST00000097718.3,INO80 complex subunit D ,52,1,0,1,0,1,0,1,0,4,mmu-miR-141-3p,-0.09,-0.11,0.37,"2007, 2009, 2011
"
Sox6,ENSMUST00000166877.2,SRY (sex determining region Y)-box 6 ,594,1,0,0,1,0,0,0,0,0,mmu-miR-200a-3p,-0.09,-0.1,0.34,"2009, 2011
"
Plxnc1,ENSMUST00000099337.3,plexin C1 ,199,1,0,1,0,0,0,0,0,0,mmu-miR-141-3p,-0.09,-0.09,0.37,"2009, 2011
"
Snx27,ENSMUST00000029783.10,sorting nexin family member 27 ,332,2,1,1,0,2,0,2,0,2,mmu-miR-141-3p,-0.08,-0.09,0.71,"2005, 2007, 2009, 2011
"
